timestamp,scrip_code,company_name,quarter,filename,status,note
2026-04-05T07:58:45.464273,500575,VOLTAS LIMITED,FY24,VOLTAS LIMITED_500575_FY24_AnnualReport.pdf,success,nse
2026-04-05T07:58:47.185474,500575,VOLTAS LIMITED,FY23,VOLTAS LIMITED_500575_FY23_AnnualReport.pdf,success,nse
2026-04-05T07:58:48.353529,500295,Vedanta Limited,FY25,Vedanta Limited_500295_FY25_AnnualReport.pdf,success,nse
2026-04-05T07:58:50.355601,500295,Vedanta Limited,FY24,Vedanta Limited_500295_FY24_AnnualReport.pdf,success,nse
2026-04-05T07:58:51.450673,500295,Vedanta Limited,FY23,Vedanta Limited_500295_FY23_AnnualReport.pdf,success,nse
2026-04-05T07:58:53.520684,532822,Vodafone Idea Limited,FY25,Vodafone Idea Limited_532822_FY25_AnnualReport.pdf,success,nse
2026-04-05T07:58:54.355581,532822,Vodafone Idea Limited,FY24,Vodafone Idea Limited_532822_FY24_AnnualReport.pdf,success,nse
2026-04-05T07:58:56.348451,532822,Vodafone Idea Limited,FY23,Vodafone Idea Limited_532822_FY23_AnnualReport.pdf,success,nse
2026-04-05T07:58:58.027451,500238,Whirlpool of India Limited,FY25,Whirlpool of India Limited_500238_FY25_AnnualReport.pdf,success,nse
2026-04-05T07:58:59.261342,500238,Whirlpool of India Limited,FY24,Whirlpool of India Limited_500238_FY24_AnnualReport.pdf,success,nse
2026-04-05T07:59:00.588368,500238,Whirlpool of India Limited,FY23,Whirlpool of India Limited_500238_FY23_AnnualReport.pdf,success,nse
2026-04-05T07:59:02.430035,507685,Wipro Limited,FY25,Wipro Limited_507685_FY25_AnnualReport.pdf,success,nse
2026-04-05T07:59:03.918842,507685,Wipro Limited,FY24,Wipro Limited_507685_FY24_AnnualReport.pdf,success,nse
2026-04-05T07:59:05.566336,507685,Wipro Limited,FY23,Wipro Limited_507685_FY23_AnnualReport.pdf,success,nse
2026-04-05T07:59:06.952665,532300,Wockhardt Limited,FY25,Wockhardt Limited_532300_FY25_AnnualReport.pdf,success,nse
2026-04-05T07:59:08.143226,532300,Wockhardt Limited,FY24,Wockhardt Limited_532300_FY24_AnnualReport.pdf,success,nse
2026-04-05T07:59:09.613982,532300,Wockhardt Limited,FY23,Wockhardt Limited_532300_FY23_AnnualReport.pdf,success,nse
2026-04-05T07:59:11.125726,532648,YES BANK LIMITED,FY25,YES BANK LIMITED_532648_FY25_AnnualReport.pdf,success,nse
2026-04-05T07:59:12.338569,532648,YES BANK LIMITED,FY24,YES BANK LIMITED_532648_FY24_AnnualReport.pdf,success,nse
2026-04-05T07:59:13.827775,532648,YES BANK LIMITED,FY23,YES BANK LIMITED_532648_FY23_AnnualReport.pdf,success,nse
2026-04-05T07:59:15.460922,533023,ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED,FY25,ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED_533023_FY25_AnnualReport.pdf,success,nse
2026-04-05T07:59:16.980882,533023,ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED,FY24,ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED_533023_FY24_AnnualReport.pdf,success,nse
2026-04-05T07:59:17.844514,533023,ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED,FY23,ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED_533023_FY23_AnnualReport.pdf,success,nse
2026-04-05T07:59:19.311931,543320,ZOMATO LIMITED,FY25,,not_found,Not found on NSE (ZOMATO)
2026-04-05T07:59:20.708260,543320,ZOMATO LIMITED,FY24,,not_found,Not found on NSE (ZOMATO)
2026-04-05T07:59:21.598858,543320,ZOMATO LIMITED,FY23,,not_found,Not found on NSE (ZOMATO)
2026-04-05T07:59:24.028231,532321,ZYDUS LIFESCIENCES LIMITED,FY25,ZYDUS LIFESCIENCES LIMITED_532321_FY25_AnnualReport.pdf,success,nse
2026-04-05T07:59:25.313609,532321,ZYDUS LIFESCIENCES LIMITED,FY24,ZYDUS LIFESCIENCES LIMITED_532321_FY24_AnnualReport.pdf,success,nse
2026-04-05T07:59:26.879771,532321,ZYDUS LIFESCIENCES LIMITED,FY23,ZYDUS LIFESCIENCES LIMITED_532321_FY23_AnnualReport.pdf,success,nse
2026-04-05T08:46:14.720354,539177,Authum Investment and Infrastructure Limited,FY23,,not_found,Not found on NSE (AIIL)
2026-04-05T08:46:14.969493,500002,ABB India Limited,FY25,,not_found,Not found on NSE (ABB)
2026-04-05T08:46:17.135841,506285,BAYER CROPSCIENCE LIMITED,FY25,,not_found,Not found on NSE (BAYERCROP)
2026-04-05T08:46:17.598622,506285,BAYER CROPSCIENCE LIMITED,FY24,,not_found,Not found on NSE (BAYERCROP)
2026-04-05T08:46:19.309539,506285,BAYER CROPSCIENCE LIMITED,FY23,,not_found,Not found on NSE (BAYERCROP)
2026-04-05T08:46:19.776613,500490,Bajaj Holdings & Investment Limited,FY25,,not_found,Not found on NSE (BAJAJHLDNG)
2026-04-05T08:46:21.649876,500033,Force Motors Limited,FY23,,not_found,Not found on NSE (FORCEMOT)
2026-04-05T08:46:22.262698,522275,GE T&D India Limited,FY25,,not_found,Not found on NSE (GET&D)
2026-04-05T08:46:24.229608,522275,GE T&D India Limited,FY24,,not_found,Not found on NSE (GET&D)
2026-04-05T08:46:24.696258,522275,GE T&D India Limited,FY23,,not_found,Not found on NSE (GET&D)
2026-04-05T08:46:26.445858,540755,GENERAL INSURANCE CROPORATION OF INDIA,FY23,,not_found,Not found on NSE (GICRE)
2026-04-05T08:46:27.186800,541179,ICICI SECURITIES LIMITED,FY25,,not_found,Not found on NSE (ISEC)
2026-04-05T08:46:29.642753,534816,INDUS TOWERS LIMITED,FY23,,not_found,Not found on NSE (INDUSTOWER)
2026-04-05T08:46:29.967242,532286,JINDAL STEEL & POWER LIMITED,FY23,,not_found,Not found on NSE (JINDALSTEL)
2026-04-05T08:46:33.505954,522287,KALPATARU PROJECTS INTERNATIONAL  LIMITED,FY23,KALPATARU PROJECTS INTERNATIONAL  LIMITED_522287_FY23_AnnualReport.pdf,success,nse
2026-04-05T08:46:35.939365,532720,Mahindra & Mahindra Financial Services Limited,FY24,,not_found,Not found on NSE (M&MFIN)
2026-04-05T08:46:38.365267,534091,Multi Commodity Exchange of India Limited,FY25,,not_found,Not found on NSE (MCX)
2026-04-05T08:46:40.941827,534091,Multi Commodity Exchange of India Limited,FY24,,not_found,Not found on NSE (MCX)
2026-04-05T08:46:41.707884,522287,KALPATARU PROJECTS INTERNATIONAL  LIMITED,FY24,KALPATARU PROJECTS INTERNATIONAL  LIMITED_522287_FY24_AnnualReport.pdf,success,nse
2026-04-05T08:46:43.491343,534091,Multi Commodity Exchange of India Limited,FY23,,not_found,Not found on NSE (MCX)
2026-04-05T08:46:44.116356,500790,Nestle India Limited,FY23,,not_found,Not found on NSE (NESTLEIND)
2026-04-05T08:46:46.068660,500325,RELIANCE INDUSTRIES LIMITED,FY23,,not_found,Not found on NSE (RELIANCE)
2026-04-05T08:46:46.620327,543064,SUVEN PHARMACEUTICALS LIMITED,FY25,,not_found,Not found on NSE (SUVENPHARMA)
2026-04-05T08:46:48.374412,543064,SUVEN PHARMACEUTICALS LIMITED,FY24,,not_found,Not found on NSE (SUVENPHARMA)
2026-04-05T08:46:48.722612,543064,SUVEN PHARMACEUTICALS LIMITED,FY23,,not_found,Not found on NSE (SUVENPHARMA)
2026-04-05T08:46:50.620393,500570,Tata Motors Limited,FY25,,not_found,Not found on NSE (TMCV)
2026-04-05T08:46:51.393417,500570,Tata Motors Limited,FY24,,not_found,Not found on NSE (TMCV)
2026-04-05T08:46:52.841897,500570,Tata Motors Limited,FY23,,not_found,Not found on NSE (TMCV)
2026-04-05T08:46:54.252691,543320,ZOMATO LIMITED,FY25,,not_found,Not found on NSE (ZOMATO)
2026-04-05T08:46:55.321135,543320,ZOMATO LIMITED,FY24,,not_found,Not found on NSE (ZOMATO)
2026-04-05T08:46:56.370991,543320,ZOMATO LIMITED,FY23,,not_found,Not found on NSE (ZOMATO)
2026-04-05T09:21:35.796474,500002,ABB India Limited,FY25,,not_found,Not found on NSE (ABB)
2026-04-05T09:21:35.823683,539177,Authum Investment and Infrastructure Limited,FY23,,not_found,Not found on NSE (AIIL)
2026-04-05T09:21:37.952991,506285,BAYER CROPSCIENCE LIMITED,FY25,,not_found,Not found on NSE (BAYERCROP)
2026-04-05T09:21:37.967569,506285,BAYER CROPSCIENCE LIMITED,FY24,,not_found,Not found on NSE (BAYERCROP)
2026-04-05T09:21:40.255103,506285,BAYER CROPSCIENCE LIMITED,FY23,,not_found,Not found on NSE (BAYERCROP)
2026-04-05T09:21:40.282318,500490,Bajaj Holdings & Investment Limited,FY25,,not_found,Not found on NSE (BAJAJHLDNG)
2026-04-05T09:21:42.704717,522275,GE T&D India Limited,FY25,,not_found,Not found on NSE (GET&D)
2026-04-05T09:21:42.723927,500033,Force Motors Limited,FY23,,not_found,Not found on NSE (FORCEMOT)
2026-04-05T09:21:45.201029,522275,GE T&D India Limited,FY23,,not_found,Not found on NSE (GET&D)
2026-04-05T09:21:45.278853,522275,GE T&D India Limited,FY24,,not_found,Not found on NSE (GET&D)
2026-04-05T09:21:47.761235,540755,GENERAL INSURANCE CROPORATION OF INDIA,FY23,,not_found,Not found on NSE (GICRE)
2026-04-05T09:21:47.913502,541179,ICICI SECURITIES LIMITED,FY25,,not_found,Not found on NSE (ISEC)
2026-04-05T09:21:50.810884,532286,JINDAL STEEL & POWER LIMITED,FY23,,not_found,Not found on NSE (JINDALSTEL)
2026-04-05T09:21:50.868202,534816,INDUS TOWERS LIMITED,FY23,,not_found,Not found on NSE (INDUSTOWER)
2026-04-05T09:21:53.240490,534091,Multi Commodity Exchange of India Limited,FY25,,not_found,Not found on NSE (MCX)
2026-04-05T09:21:53.346010,532720,Mahindra & Mahindra Financial Services Limited,FY24,,not_found,Not found on NSE (M&MFIN)
2026-04-05T09:21:55.450551,534091,Multi Commodity Exchange of India Limited,FY23,,not_found,Not found on NSE (MCX)
2026-04-05T09:21:55.533173,534091,Multi Commodity Exchange of India Limited,FY24,,not_found,Not found on NSE (MCX)
2026-04-05T09:21:57.655804,500790,Nestle India Limited,FY23,,not_found,Not found on NSE (NESTLEIND)
2026-04-05T09:21:58.590595,500302,Piramal Enterprises Limited,FY23,,not_found,Not found on NSE (PEL)
2026-04-05T09:22:00.357146,500325,RELIANCE INDUSTRIES LIMITED,FY23,,not_found,Not found on NSE (RELIANCE)
2026-04-05T09:22:00.865296,543064,SUVEN PHARMACEUTICALS LIMITED,FY25,,not_found,Not found on NSE (SUVENPHARMA)
2026-04-05T09:22:02.788988,543064,SUVEN PHARMACEUTICALS LIMITED,FY24,,not_found,Not found on NSE (SUVENPHARMA)
2026-04-05T09:22:03.068605,543064,SUVEN PHARMACEUTICALS LIMITED,FY23,,not_found,Not found on NSE (SUVENPHARMA)
2026-04-05T09:22:05.388887,500570,Tata Motors Limited,FY24,,not_found,Not found on NSE (TMCV)
2026-04-05T09:22:05.397226,500570,Tata Motors Limited,FY25,,not_found,Not found on NSE (TMCV)
2026-04-05T09:22:07.689593,543320,ZOMATO LIMITED,FY25,,not_found,Not found on NSE (ZOMATO)
2026-04-05T09:22:07.708235,500570,Tata Motors Limited,FY23,,not_found,Not found on NSE (TMCV)
2026-04-05T09:22:09.967727,543320,ZOMATO LIMITED,FY24,,not_found,Not found on NSE (ZOMATO)
2026-04-05T09:22:10.203185,543320,ZOMATO LIMITED,FY23,,not_found,Not found on NSE (ZOMATO)
2026-04-05T09:28:43.448725,500002,ABB India Limited,FY25,,not_found,Not found on NSE (ABB)
2026-04-05T09:28:43.611309,539177,Authum Investment and Infrastructure Limited,FY23,,not_found,Not found on NSE (AIIL)
2026-04-05T09:28:45.956972,506285,BAYER CROPSCIENCE LIMITED,FY25,,not_found,Not found on NSE (BAYERCROP)
2026-04-05T09:28:46.192977,506285,BAYER CROPSCIENCE LIMITED,FY24,,not_found,Not found on NSE (BAYERCROP)
2026-04-05T09:28:48.134427,506285,BAYER CROPSCIENCE LIMITED,FY23,,not_found,Not found on NSE (BAYERCROP)
2026-04-05T09:28:48.799327,500490,Bajaj Holdings & Investment Limited,FY25,,not_found,Not found on NSE (BAJAJHLDNG)
2026-04-05T09:28:50.443076,500033,Force Motors Limited,FY23,,not_found,Not found on NSE (FORCEMOT)
2026-04-05T09:28:53.512922,522275,GE T&D India Limited,FY25,,not_found,Not found on NSE (GET&D)
2026-04-05T09:28:55.737406,522275,GE T&D India Limited,FY24,,not_found,Not found on NSE (GET&D)
2026-04-05T09:28:58.031305,540755,GENERAL INSURANCE CROPORATION OF INDIA,FY23,,not_found,Not found on NSE (GICRE)
2026-04-05T09:28:58.076056,522275,GE T&D India Limited,FY23,,not_found,Not found on NSE (GET&D)
2026-04-05T09:29:00.441961,541179,ICICI SECURITIES LIMITED,FY25,,not_found,Not found on NSE (ISEC)
2026-04-05T09:29:01.459865,534816,INDUS TOWERS LIMITED,FY23,,not_found,Not found on NSE (INDUSTOWER)
2026-04-05T09:29:03.396840,532286,JINDAL STEEL & POWER LIMITED,FY23,,not_found,Not found on NSE (JINDALSTEL)
2026-04-05T09:29:03.983184,532720,Mahindra & Mahindra Financial Services Limited,FY24,,not_found,Not found on NSE (M&MFIN)
2026-04-05T09:29:08.187467,534091,Multi Commodity Exchange of India Limited,FY25,,not_found,Not found on NSE (MCX)
2026-04-05T09:29:10.345950,534091,Multi Commodity Exchange of India Limited,FY24,,not_found,Not found on NSE (MCX)
2026-04-05T09:29:12.618519,534091,Multi Commodity Exchange of India Limited,FY23,,not_found,Not found on NSE (MCX)
2026-04-05T09:29:12.762993,500790,Nestle India Limited,FY23,,not_found,Not found on NSE (NESTLEIND)
2026-04-05T09:29:15.378721,500325,RELIANCE INDUSTRIES LIMITED,FY23,,not_found,Not found on NSE (RELIANCE)
2026-04-05T09:29:15.947155,500302,Piramal Enterprises Limited,FY23,,not_found,Not found on NSE (PEL)
2026-04-05T09:29:19.904274,543064,SUVEN PHARMACEUTICALS LIMITED,FY25,,not_found,Not found on NSE (SUVENPHARMA)
2026-04-05T09:29:22.070790,543064,SUVEN PHARMACEUTICALS LIMITED,FY24,,not_found,Not found on NSE (SUVENPHARMA)
2026-04-05T09:29:24.250955,543064,SUVEN PHARMACEUTICALS LIMITED,FY23,,not_found,Not found on NSE (SUVENPHARMA)
2026-04-05T09:29:26.658368,500570,Tata Motors Limited,FY25,,not_found,Not found on NSE (TMCV)
2026-04-05T09:29:28.765720,500570,Tata Motors Limited,FY24,,not_found,Not found on NSE (TMCV)
2026-04-05T09:29:31.191435,500570,Tata Motors Limited,FY23,,not_found,Not found on NSE (TMCV)
2026-04-05T09:29:33.876093,543320,ZOMATO LIMITED,FY25,,not_found,Not found on NSE (ZOMATO)
2026-04-05T09:29:36.039122,543320,ZOMATO LIMITED,FY24,,not_found,Not found on NSE (ZOMATO)
2026-04-05T09:29:38.310736,543320,ZOMATO LIMITED,FY23,,not_found,Not found on NSE (ZOMATO)
2026-07-18T22:38:09.094303,539177,Authum Investment and Infrastructure Limited,FY23,,not_found,Not found on NSE (AIIL)
2026-07-18T22:38:11.883289,506285,BAYER CROPSCIENCE LIMITED,FY25,,not_found,Not found on NSE (BAYERCROP)
2026-07-18T22:38:13.380781,500002,ABB India Limited,FY25,ABB India Limited_500002_FY25_AnnualReport.pdf,success,nse
2026-07-18T22:38:14.201566,506285,BAYER CROPSCIENCE LIMITED,FY24,,not_found,Not found on NSE (BAYERCROP)
2026-07-18T22:38:15.560770,506285,BAYER CROPSCIENCE LIMITED,FY23,,not_found,Not found on NSE (BAYERCROP)
2026-07-18T22:38:16.505653,500490,Bajaj Holdings & Investment Limited,FY25,,not_found,Not found on NSE (BAJAJHLDNG)
2026-07-18T22:38:18.134060,500033,Force Motors Limited,FY23,,not_found,Not found on NSE (FORCEMOT)
2026-07-18T22:38:21.439029,522275,GE T&D India Limited,FY25,,not_found,Not found on NSE (GET&D)
2026-07-18T22:38:23.749524,522275,GE T&D India Limited,FY24,,not_found,Not found on NSE (GET&D)
2026-07-18T22:38:26.062567,522275,GE T&D India Limited,FY23,,not_found,Not found on NSE (GET&D)
2026-07-18T22:38:26.440605,540755,GENERAL INSURANCE CROPORATION OF INDIA,FY23,,not_found,Not found on NSE (GICRE)
2026-07-18T22:38:28.453174,541179,ICICI SECURITIES LIMITED,FY25,,not_found,Not found on NSE (ISEC)
2026-07-18T22:38:29.600303,534816,INDUS TOWERS LIMITED,FY23,,not_found,Not found on NSE (INDUSTOWER)
2026-07-18T22:38:31.926371,532720,Mahindra & Mahindra Financial Services Limited,FY24,,not_found,Not found on NSE (M&MFIN)
2026-07-18T22:38:34.011242,532286,JINDAL STEEL & POWER LIMITED,FY23,JINDAL STEEL & POWER LIMITED_532286_FY23_AnnualReport.pdf,success,nse
2026-07-18T22:38:36.718348,534091,Multi Commodity Exchange of India Limited,FY25,,not_found,Not found on NSE (MCX)
2026-07-18T22:38:39.193250,534091,Multi Commodity Exchange of India Limited,FY24,,not_found,Not found on NSE (MCX)
2026-07-18T22:38:41.678444,534091,Multi Commodity Exchange of India Limited,FY23,,not_found,Not found on NSE (MCX)
2026-07-18T22:38:41.812134,500790,Nestle India Limited,FY23,,not_found,Not found on NSE (NESTLEIND)
2026-07-18T22:38:44.790461,500302,Piramal Enterprises Limited,FY23,,not_found,Not found on NSE (PEL)
2026-07-18T22:38:48.561059,500325,RELIANCE INDUSTRIES LIMITED,FY23,RELIANCE INDUSTRIES LIMITED_500325_FY23_AnnualReport.pdf,success,nse
2026-07-18T22:38:49.912541,543064,SUVEN PHARMACEUTICALS LIMITED,FY25,,not_found,Not found on NSE (SUVENPHARMA)
2026-07-18T22:38:53.369614,543064,SUVEN PHARMACEUTICALS LIMITED,FY24,,not_found,Not found on NSE (SUVENPHARMA)
2026-07-18T22:38:55.680126,543064,SUVEN PHARMACEUTICALS LIMITED,FY23,,not_found,Not found on NSE (SUVENPHARMA)
2026-07-18T22:38:56.072235,500570,Tata Motors Limited,FY25,,not_found,Not found on NSE (TMCV)
2026-07-18T22:38:58.080230,500570,Tata Motors Limited,FY24,,not_found,Not found on NSE (TMCV)
2026-07-18T22:38:58.642196,500570,Tata Motors Limited,FY23,,not_found,Not found on NSE (TMCV)
2026-07-18T22:39:03.292138,543320,ZOMATO LIMITED,FY25,,not_found,Not found on NSE (ZOMATO)
2026-07-18T22:39:05.470050,543320,ZOMATO LIMITED,FY24,,not_found,Not found on NSE (ZOMATO)
2026-07-18T22:39:08.510936,543320,ZOMATO LIMITED,FY23,,not_found,Not found on NSE (ZOMATO)
2026-07-19T05:15:33.263556,542772,360 ONE WAM LIMITED,FY24,360 ONE WAM LIMITED_542772_FY24_AnnualReport.pdf,success,nse
2026-07-19T05:15:34.036062,542772,360 ONE WAM LIMITED,FY25,360 ONE WAM LIMITED_542772_FY25_AnnualReport.pdf,success,nse
2026-07-19T05:15:39.015192,523395,3M INDIA LIMITED,FY25,3M INDIA LIMITED_523395_FY25_AnnualReport.pdf,success,nse
2026-07-19T05:15:39.414847,542772,360 ONE WAM LIMITED,FY23,360 ONE WAM LIMITED_542772_FY23_AnnualReport.pdf,success,nse
2026-07-19T05:15:44.597810,523395,3M INDIA LIMITED,FY24,3M INDIA LIMITED_523395_FY24_AnnualReport.pdf,success,nse
2026-07-19T05:15:45.361331,523395,3M INDIA LIMITED,FY23,3M INDIA LIMITED_523395_FY23_AnnualReport.pdf,success,nse
2026-07-19T05:15:50.785031,500002,ABB India Limited,FY24,ABB India Limited_500002_FY24_AnnualReport.pdf,success,nse
2026-07-19T05:15:51.354548,500002,ABB India Limited,FY23,ABB India Limited_500002_FY23_AnnualReport.pdf,success,nse
2026-07-19T05:15:57.818121,500410,ACC LIMITED,FY25,ACC LIMITED_500410_FY25_AnnualReport.pdf,success,nse
2026-07-19T05:15:59.050026,500410,ACC LIMITED,FY24,ACC LIMITED_500410_FY24_AnnualReport.pdf,success,nse
2026-07-19T05:16:04.873108,500410,ACC LIMITED,FY23,ACC LIMITED_500410_FY23_AnnualReport.pdf,success,nse
2026-07-19T05:16:06.437594,541450,ADANI GREEN ENERGY LIMITED,FY25,ADANI GREEN ENERGY LIMITED_541450_FY25_AnnualReport.pdf,success,nse
2026-07-19T05:16:10.758650,541450,ADANI GREEN ENERGY LIMITED,FY24,ADANI GREEN ENERGY LIMITED_541450_FY24_AnnualReport.pdf,success,nse
2026-07-19T05:16:11.489644,541450,ADANI GREEN ENERGY LIMITED,FY23,ADANI GREEN ENERGY LIMITED_541450_FY23_AnnualReport.pdf,success,nse
