Date,Mkt_RF,SMB,HML,RMW,CMA,MOM
2022-07-31,0.08576620988126062,0.01898214445934645,-0.025462469672907384,0.025773134589252372,,-0.023726042105984724
2022-08-31,0.038564007326729634,0.020767379223845774,0.02452184653785939,-0.03095025902684522,,0.04528229589702321
2022-09-30,-0.03829707848615752,0.039130957448636955,-0.019522796077998415,0.02376530959389251,,0.024271397594305837
2022-10-31,0.03389975989092531,-0.018171691413303506,0.06436211743343281,-0.027912265717573208,,-0.01383440322304568
2022-11-30,0.027876084282901163,-0.014275875358939892,0.0804421177847182,-0.029452584875967143,,-0.01933948752553684
2022-12-31,-0.03709961171432125,0.010722297159043218,0.05718669612023097,0.03272908777057616,,-0.0033124069640904884
2023-01-31,-0.03920895131774796,0.03041938631532832,0.07537164011385081,0.014261296527446649,,-0.1529486877664611
2023-02-28,-0.03371667864419611,0.053727700516621735,0.06076676726346477,0.01102944208087367,,-0.026097786071882706
2023-03-31,-0.0027272440060016113,-0.04220408451554217,-0.03321764144178336,-0.0061012768862952265,,-0.059916682733674904
2023-04-30,0.03903376593947891,0.00792278311550152,0.04872860692169689,0.00017625275911428012,,0.011805530021104176
2023-05-31,0.02988367867323622,0.03640266894824952,-0.02855172439329067,-0.0035995386988984523,,-0.01045866908498328
2023-06-30,0.03581114723921444,0.035672481409625964,0.015694750598178653,0.01523373014478193,,0.03247695968848623
2023-07-31,0.032152324982539136,0.037405503927016505,0.05612447303582944,-0.03161026042307365,0.01905740725062076,0.013898458422787592
2023-08-31,-0.013344085197063933,0.05770737157356101,-0.00906108144785044,-0.01242064607899852,-0.004109376019921361,0.02338272838819637
2023-09-30,0.016111469905926008,0.004218755895084224,0.02993520542381639,-0.009704688844088549,0.009772785083445278,0.05097062033744257
2023-10-31,-0.03425097120099357,0.011685104507255595,0.010687044267325776,-0.025033396948022927,0.0013785926178426049,-0.015765296309814276
2023-11-30,0.06284104196896097,0.020479923035757578,0.034332102855909506,-0.0336472178008959,0.01849113083592785,0.05095175293330345
2023-12-31,0.07165582324565958,-0.0008889842232645458,0.038707993173947505,-0.03445528004993652,0.007948723834565907,-0.0005684398909483607
2024-01-31,0.013596770535206623,0.04137902520535124,0.12318117612695104,-0.050435818660920714,0.04631484820233599,0.03163072229752999
2024-02-29,0.009020066888807767,-0.04579397000576946,0.010625574146201282,-0.01350403534502673,0.012370986756795873,0.0273557907940633
2024-03-31,0.0027677283131011515,-0.03780145811378307,-0.007593663199060897,0.008836598419059254,-0.04320185797957798,-0.011102338809709986
2024-04-30,0.030563290135080613,0.07371286693714461,0.03571858802810705,-0.009083918097639407,0.006421300028401675,0.04660091637408894
2024-05-31,-0.000376261582081051,-0.01032443523999973,-0.03854995926899621,0.02662537868867968,-0.00760018630409825,0.07315598073645165
2024-06-30,0.06131896399444303,0.03761666486837984,0.021224905307930073,0.015951682036299986,0.008034156442812232,-0.057869754017220346
2024-07-31,0.036728473807070075,0.03311953517997007,-0.014554953393546378,-0.0056033622074070435,0.04410776201548189,-0.017856766510728504
2024-08-31,0.00320492421779053,0.02449689161527342,0.006485049379787202,-0.002299268073602651,-0.03667861119039912,-0.04683451439864072
2024-09-30,0.015870135360325183,0.03305728951583427,0.005707381552655672,0.026668255142239288,-0.0030701096732551475,-0.043473673343313535
2024-10-31,-0.0717396599064739,0.04297830822526336,-0.009507079038121896,0.024374559735849566,0.01151543716632291,-0.006869609716135414
2024-11-30,-0.005520227636084769,-0.00707985226421115,0.006340067828538425,-0.0023003342987043887,-0.0034707067319104125,0.02645153937758425
2024-12-31,-0.019246581327504245,0.019821032940478444,-0.0070764145680950515,0.0160638603505955,-0.0003749417526875123,0.01573613067142813
2025-01-31,-0.04157014287704003,-0.07578450161544305,0.04339422377053252,-0.029608027191835903,-0.0010891530554588552,-0.10152704301339384
2025-02-28,-0.0874658575284469,-0.02031882522096773,0.03571321497317759,0.0303175196892376,-0.05553135849428931,-0.03399110040418214
2025-03-31,0.06538603695303292,0.008580733314500816,-0.005493266165906285,0.015503952297265325,0.008339426518777088,0.0029132780740805247
2025-04-30,0.026428604138820803,-0.01887029709459136,0.020901907826794026,-0.03282561902145595,-0.0019228121244839504,-0.017727865870309726
2025-05-31,0.029021891783010373,0.05475932422356281,-0.021943354508409216,-0.0071397518407356475,0.011082523243333739,-0.03612150745704863
2025-06-30,0.02971253603228649,0.02467159411949298,0.005133605469924869,-0.020756358179154145,-0.022721814401594466,0.025851501620533245
2025-07-31,-0.03560239183384416,0.03442871506933732,-0.017948579885369374,0.025088920472845437,-0.003181212129859761,-0.0287935380701209
2025-08-31,-0.025338918036538538,-0.02755016394580319,-0.005159593491258947,0.013807818485319144,0.0011256791903533833,-0.00025625062179490676
2025-09-30,0.006582065585324363,-0.008341356286973186,0.02104058710260348,-0.021465479844443053,0.00535601883613392,-0.00869737892780733
2025-10-31,0.03663113749145685,-0.01504974485523842,0.01318520624665552,0.004353636657501769,-0.011177930104690648,-0.017777318886697993
2025-11-30,0.003936130101688225,-0.03687843196074632,0.004180902346151859,0.008826910541132627,0.0077800197427693625,0.0033191979090767443
2025-12-31,-0.007995844328911038,0.003906411235478712,0.0122069581333671,-0.008099283230515656,0.024490105721424748,-0.00539773163966752
2026-01-31,-0.03915929507431923,-0.01008296275387452,-0.012260680056086909,0.04162751282280615,0.02739992081131908,-0.008945964968666675
2026-02-28,-0.0016390836147283493,0.011629014583545602,-0.004653720951776287,0.03232304383120174,-0.05281443255043357,0.06861225564853382
2026-03-31,-0.1263467457200983,-0.002545877106154485,-0.010963187871685584,-0.006162117820790375,0.025016465647096642,-0.03930396398552935
2026-04-30,0.026511570477627713,0.0009722336170763119,-0.008093195235565467,0.0016277148415258305,-0.007406116133357385,-0.021052067081263278
